Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category
4/24/24,Salon Versace Virginia Beacva,SALON VERSACE            VIRGINIA BEACVA,Hair,-75.6,Posted,misc_expenses,personal_care
4/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-213.13,Posted,fixed_expenses,internet_cellular
4/23/24,Rite Aid,RITE AID 03902           VIRGINIA BEACVA,Pharmacy,-2,Posted,fixed_expenses,miscellaneous
4/23/24,Harris Teeter,HARRIS TEETER #464       VIRGINIA BEACVA,Groceries,-18.65,Posted,fixed_expenses,groceries
4/23/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-18.73,Posted,fixed_expenses,restaraunts
4/23/24,Care a Lot Va Beach Data Virginia Beacva,CARE A LOT VA BEACH DATA VIRGINIA BEACVA,Pet Food & Supplies,-44.5,Posted,fixed_expenses,pet
4/22/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,6901.81,Posted,misc_expenses,usaa_credit_card
4/22/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-3.21,Posted,misc_expenses,miscellaneous
4/22/24,Amazon,AMZN Mktp US*EB1HQ38H3   Amzn.com/billWA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
4/22/24,Five Below,FIVE BELOW 278           VIRGINIA BEACVA,Shopping,-18.5,Posted,misc_expenses,miscellaneous
4/22/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-333.88,Posted,fixed_expenses,groceries
4/21/24,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-87.02,Posted,fixed_expenses,personal_care
4/20/24,Shake Shack,SQ *SHAKE SHACK          Virginia BeacVA,Fast Food,-40.4,Posted,fixed_expenses,restaraunts
4/20/24,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-3234.47,Posted,fixed_expenses,housing_utilities
4/19/24,Comcast,"COMCAST THREERIVERS,PA   800-COMC CREDIT",Bills & Utilities,1.33,Posted,fixed_expenses,internet_cellular
4/18/24,Navy Exchange,NAVY EXCHANGE 050043     VIRGINIA BEACVA,Shopping,-13.54,Posted,misc_expenses,miscellaneous
4/18/24,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-32.1,Posted,fixed_expenses,transportation
4/17/24,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-8,Posted,fixed_expenses,restaraunts
4/16/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-9.57,Posted,fixed_expenses,restaraunts
4/16/24,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-22.8,Posted,fixed_expenses,restaraunts
4/16/24,7-Eleven,7-ELEVEN 33638           VIRGINIA BEACVA,Gas,-71.81,Posted,fixed_expenses,transportation
4/16/24,H&R Block,HRB ONLINE TAX PRODUCT   800-472-5625 MO,Taxes,-173.84,Posted,fixed_expenses,miscellaneous
4/15/24,Navy Exchange,NAVY EXCHANGE 050180 VIRGINIA BEA CREDIT,Shopping,123.49,Posted,misc_expenses,miscellaneous
4/15/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
4/15/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-31.92,Posted,fixed_expenses,restaraunts
4/15/24,Nail Spa Virginia Beacva,JTT NAIL SPA             VIRGINIA BEACVA,Personal Care,-35,Posted,misc_expenses,personal_care
4/15/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-276.22,Posted,misc_expenses,clothing
4/14/24,Inc,"5.11, INC. Irvine  CA             CREDIT",Clothing,95.4,Posted,misc_expenses,miscellaneous
4/14/24,Wegmans,WEGMANS VA BEACH 120     VIRGINIA BEACVA,Groceries,-39.86,Posted,fixed_expenses,groceries
4/13/24,ParkWhiz,"ParkWhiz, Inc.           Chicago      IL",Parking,-5,Posted,fixed_expenses,transportation
4/13/24,Py Gourmet Gang,PY *GOURMET GANG         HENRICO      VA,Restaurants,-30.96,Posted,fixed_expenses,restaraunts
4/13/24,Aquarium Virginia Beacva,CVB AQUARIUM             VIRGINIA BEACVA,Entertainment,-175.5,Posted,misc_expenses,entertainment
4/13/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-276.2,Posted,fixed_expenses,groceries
4/13/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-408.94,Posted,fixed_expenses,education
4/12/24,Town Center Pizzeria Virginia Beacva,TOWN CENTER PIZZERIA     VIRGINIA BEACVA,Food & Dining,-8.79,Posted,fixed_expenses,restaraunts
4/11/24,Amazon Prime Membership,AMAZON PRIME*5X2X98LF3   888-802-3080 WA,Shopping,-4.76,Posted,misc_expenses,miscellaneous
4/11/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-24.36,Posted,fixed_expenses,restaraunts
4/11/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-35.55,Posted,misc_expenses,miscellaneous
4/10/24,Starbucks,STARBUCKS STORE 24102    NORFOLK      VA,Coffee Shops,-9.23,Posted,misc_expenses,restaraunts
4/10/24,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-39.87,Posted,fixed_expenses,transportation
4/9/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-11.28,Posted,fixed_expenses,groceries
4/8/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-10.36,Posted,fixed_expenses,restaraunts
4/8/24,Py Gourmet Gang,PY *GOURMET GANG         804-355-1550 VA,Restaurants,-18.39,Posted,fixed_expenses,restaraunts
4/8/24,Reginos Italian Restaurant,REGINOS ITALIAN RESTAURA NORFOLK      VA,Restaurants,-31.5,Posted,fixed_expenses,restaraunts
4/8/24,Reebok,REEBOK ECOMM             186-687-0174 MA,Clothing,-74.2,Posted,misc_expenses,clothing
4/8/24,Inc,"5.11, INC.               Irvine       CA",Clothing,-95.4,Posted,misc_expenses,clothing
4/8/24,Inc,"5.11, INC.               866-4511726  CA",Clothing,-95.81,Posted,misc_expenses,clothing
4/7/24,Nordstrom,NORDSTROM #0677          VIRGINIA BEACVA,Shopping,-21.17,Posted,misc_expenses,clothing
4/7/24,REI,REI #166 VIRGINIA BEAC   VIRGINIABEACHVA,Sporting Goods,-137,Posted,misc_expenses,clothing
4/6/24,New River Taphouse Virginia,NEW RIVER TAPHOUSE       VIRGINIA BCH VA,Restaurants,-88.98,Posted,fixed_expenses,restaraunts
4/5/24,Food Lion,FOOD LION #1658          NORFOLK      VA,Groceries,-25.21,Posted,fixed_expenses,groceries
4/5/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-30.36,Posted,fixed_expenses,restaraunts
4/5/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-73.13,Posted,misc_expenses,clothing
4/4/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-8.67,Posted,fixed_expenses,restaraunts
4/4/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-11.35,Posted,fixed_expenses,restaraunts
4/3/24,Pie O Neer Pizza Virginia Beac,TST* PIE-O-NEER PIZZA    Virginia BeacVA,Food & Dining,-3.56,Posted,fixed_expenses,restaraunts
4/3/24,Pie O Neer Pizza Virginia Beac,TST* PIE-O-NEER PIZZA    Virginia BeacVA,Food & Dining,-8.93,Posted,fixed_expenses,restaraunts
4/3/24,Jersey Mike's Subs,JERSEY MIKES 6071        VIRGINIA BEACVA,Fast Food,-9.75,Posted,fixed_expenses,restaraunts
4/3/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-12.38,Posted,fixed_expenses,restaraunts
4/3/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-14,Posted,misc_expenses,miscellaneous
4/3/24,Am Paperwear Httpsamericanar,SP AM PAPERWEAR          HTTPSAMERICANAR,Clothing,-25.59,Posted,misc_expenses,clothing
4/3/24,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-37.29,Posted,fixed_expenses,restaraunts
4/3/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-150.08,Posted,misc_expenses,miscellaneous
4/3/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-267.96,Posted,fixed_expenses,groceries
4/2/24,Amazon Prime Membership,AMAZON PRIME*TL0881OQ3   888-802-3080 WA,Shopping,-4.23,Posted,misc_expenses,miscellaneous
4/1/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,2973.01,Posted,misc_expenses,usaa_credit_card
4/1/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-21.3,Posted,fixed_expenses,restaraunts
4/1/24,Salspizza via Slice,SLICE*SALSPIZZA          SLICELIFE.COMNY,Food & Dining,-27.09,Posted,fixed_expenses,restaraunts
3/31/24,Pie Virginia Beacva,SAL'S NY PIE             VIRGINIA BEACVA,Restaurants,-22.15,Posted,fixed_expenses,restaraunts
3/31/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-38.69,Posted,misc_expenses,miscellaneous
3/31/24,Cke Anchor Allie S Virginia Beacva,CKE*ANCHOR ALLIE S   4701VIRGINIA BEACVA,Restaurants,-41.64,Posted,fixed_expenses,restaraunts
3/31/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-202.04,Posted,fixed_expenses,groceries
3/30/24,Harris Teeter,HARRIS TEETER #463       SUFFOLK      VA,Groceries,-3.78,Posted,fixed_expenses,groceries
3/30/24,Taco Bell,TACO BELL 727641         757-465-8282 VA,Fast Food,-27.03,Posted,fixed_expenses,restaraunts
3/30/24,Shell,SHELL OIL 91004079277    CHESAPEAKE   VA,Gas,-28.94,Posted,fixed_expenses,transportation
3/30/24,ExxonMobil,EXXON GREENVILLE AVE DELISTAUNTON     VA,Gas,-31.79,Posted,fixed_expenses,transportation
3/30/24,Harris Teeter,HARRIS TEETER #463       SUFFOLK      VA,Groceries,-36.01,Posted,fixed_expenses,groceries
3/30/24,Shell,SHELL OIL 91004079277    CHESAPEAKE   VA,Gas,-40.94,Posted,fixed_expenses,transportation
3/30/24,ExxonMobil,EXXON GREENVILLE AVE DELISTAUNTON     VA,Gas,-53.44,Posted,fixed_expenses,transportation
3/30/24,Hampton Inn,HAMPTON INNS             STAUNTON     VA,Hotel,-262.17,Posted,fixed_expenses,travel
3/29/24,Pilot Flying J,FLYING J 708             CARLISLE     PA,Gas,-7.1,Posted,fixed_expenses,restaraunts
3/29/24,Amazon Prime Membership,AMAZON PRIME*RA6VL4SR2   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
3/29/24,Love's Travel Stops,LOVE'S #0305 INSIDE      TOMS BROOK   VA,Gas,-12.99,Posted,fixed_expenses,transportation
3/29/24,Staunton Flying Pizza,STAUNTON FLYING PIZZA    540-5692483  VA,Food & Dining,-22.75,Posted,fixed_expenses,restaraunts
3/29/24,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-40,Posted,fixed_expenses,restaraunts
3/29/24,Pilot Flying J,PILOT_00708              CARLISLE     PA,Gas,-54.98,Posted,fixed_expenses,transportation
3/28/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-9.99,Posted,misc_expenses,subscriptions
3/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
3/28/24,Chick-fil-A,CHICK-FIL-A #02167       MECHANICSBURGPA,Fast Food,-22.4,Posted,fixed_expenses,restaraunts
3/28/24,Pilot Flying J,PILOT_00708              CARLISLE     PA,Gas,-42.76,Posted,fixed_expenses,transportation
3/28/24,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-47.34,Posted,fixed_expenses,restaraunts
3/28/24,U-Haul,U-HAUL-MECHANICSB #81155 MECHANICSBURGPA,Home,-493.56,Posted,misc_expenses,travel
3/27/24,Valley Bistro,TST* VALLEY BISTRO       ENOLA        PA,Restaurants,-42.08,Posted,fixed_expenses,restaraunts
3/27/24,Chick-fil-A,CHICK-FIL-A #02167       MECHANICSBURGPA,Fast Food,-46.29,Posted,fixed_expenses,restaraunts
3/26/24,Kohl's,KOHL'S #0337             MECHANICSBURGPA,Shopping,-41.01,Posted,misc_expenses,clothing
3/26/24,Lowe's,LOWES #02223*            MECHANICSBURGPA,Home Improvement,-42.91,Posted,fixed_expenses,housing_utilities
3/25/24,US Postal Service,USPS CHANGE OF ADDRESS   800-238-3150 TN,Shipping,-1.1,Posted,misc_expenses,miscellaneous
3/25/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-23.31,Posted,fixed_expenses,pet
3/25/24,Leapfrog Academy,LeapFrog Academy         800-701-5327 CA,Toys,-31.79,Posted,misc_expenses,subscriptions
3/25/24,Domino's,DOMINO'S 4767            301-865-1208 PA,Fast Food,-32.39,Posted,fixed_expenses,restaraunts
3/25/24,Upmc Pinnacle Business,UPMC PINNACLE BUSINESS OF717-2318989  PA,Doctor,-62.81,Posted,fixed_expenses,healthcare
3/25/24,Little Caesars,LITTLE CAESARS 3714-0002 MECHANICSBURGPA,Fast Food,-66.69,Posted,fixed_expenses,restaraunts
3/24/24,Apple,APPLE.COM/BILL           800-275-2273 CA,Entertainment,-2.14,Posted,misc_expenses,miscellaneous
3/24/24,Amazon Prime Membership,AMAZON PRIME*RH2LA0Y42   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous
3/24/24,Amazon Prime Membership,AMAZON PRIME*RA8I96G40   888-802-3080 WA,Shopping,-11.65,Posted,misc_expenses,miscellaneous
3/24/24,Chipotle,CHIPOTLE 2226            MECHANICSBURGPA,Fast Food,-28.2,Posted,fixed_expenses,restaraunts
3/24/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-47.69,Posted,fixed_expenses,groceries
3/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-210.29,Posted,fixed_expenses,internet_cellular
3/23/24,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-14.91,Posted,fixed_expenses,restaraunts
3/23/24,Metro Diner Mechanicsburgmechanicsburgpa,METRO DINER MECHANICSBURGMECHANICSBURGPA,Restaurants,-16.71,Posted,fixed_expenses,restaraunts
3/23/24,Sunoco,SUNOCO                   MECHANICSBURGPA,Fast Food,-20.65,Posted,fixed_expenses,transportation
3/23/24,Ulta Beauty,ULTA #246                MECHANICSBURGPA,Personal Care,-63.6,Posted,misc_expenses,personal_care
3/22/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-3.21,Posted,misc_expenses,miscellaneous
3/21/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-56.46,Posted,fixed_expenses,groceries
3/21/24,iHerb.com,IHERB IHERB.COM q1mGt    IHERB.COM    CA,Health & Fitness,-81.73,Posted,misc_expenses,personal_care
3/20/24,Navy Exchange,NAVY EXCHANGE 050416     MECHANICSBURGVA,Shopping,-3,Posted,misc_expenses,miscellaneous
3/20/24,Exchange,AAFES CARLISLE BARACKS   CARLISLE     PA,Shopping,-10.38,Posted,misc_expenses,miscellaneous
3/20/24,Compassionate Groom Acamp Hill,SQ *COMPASSIONATE GROOM ACamp Hill    PA,Business Services,-28.6,Posted,fixed_expenses,pet
3/20/24,Comcast,"COMCAST THREERIVERS,PA   800-COMCAST  PA",Bills & Utilities,-39.99,Posted,fixed_expenses,internet_cellular
3/19/24,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-188.88,Posted,fixed_expenses,pet
3/18/24,Sweet Velvet Macaronslemoyne,SQ *SWEET VELVET MACARONSLemoyne      PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts
3/18/24,D & M Hanes Inc,IN *D & M HANES INC.     419-4255550  OH,Restaurants,-56.03,Posted,fixed_expenses,groceries
3/17/24,Chewy,CHEWY.COM                800-672- CREDIT,Pet Food & Supplies,34.88,Posted,fixed_expenses,pet
3/17/24,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-11.75,Posted,fixed_expenses,pet
3/17/24,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-16.2,Posted,fixed_expenses,restaraunts
3/17/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-25.33,Posted,fixed_expenses,healthcare
3/16/24,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-9.69,Posted,fixed_expenses,restaraunts
3/15/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-17.14,Posted,fixed_expenses,restaraunts
3/15/24,Sheetz,SHEETZ 0527   00005272   MechanicsburgPA,Gas,-29.87,Posted,fixed_expenses,transportation
3/15/24,ExxonMobil,EXXON JOE'S KWIK MARTS #1CAMP HILL    PA,Gas,-31.02,Posted,fixed_expenses,transportation
3/14/24,Panera Bread,PANERA BREAD #601155 O   717-766-3960 PA,Fast Food,-31.05,Posted,fixed_expenses,restaraunts
3/13/24,Down to Earth Organic & Natural,SQ *DOWN TO EARTH CAFE   MechanicsburgPA,Groceries,-5.24,Posted,fixed_expenses,personal_care
3/12/24,Daily Harvest,DAILY HARVEST HTTPSWWW.DAIL NY    CREDIT,Groceries,205.37,Posted,fixed_expenses,groceries
3/12/24,Urban Churn Craft Cremechanicsburgpa,SQ *URBAN CHURN CRAFT CREMechanicsburgPA,Groceries,-10.01,Posted,fixed_expenses,restaraunts
3/12/24,Giant Food,GIANT 6529               ENOLA        PA,Groceries,-17.46,Posted,fixed_expenses,groceries
3/12/24,Great Clips,1879 GREAT CLIPS AT HAMPDENOLA        PA,Hair,-21,Posted,misc_expenses,personal_care
3/12/24,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-23.49,Posted,fixed_expenses,restaraunts
3/12/24,Warner Chiropractic Care Mechanicsburgpa,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare
3/11/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-66.91,Posted,fixed_expenses,groceries
3/10/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-13.34,Posted,fixed_expenses,restaraunts
3/10/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-37.87,Posted,fixed_expenses,groceries
3/10/24,Daily Harvest,DAILY HARVEST            HTTPSWWW.DAILNY,Groceries,-205.37,Posted,fixed_expenses,groceries
3/7/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-7.57,Posted,fixed_expenses,healthcare
3/7/24,Jersey Mike's Subs,JERSEY MIKES 8030        PORT MATILDA PA,Fast Food,-10,Posted,fixed_expenses,restaraunts
3/7/24,Dunkin',DUNKIN #306751           WILMINGTON   DE,Coffee Shops,-14.88,Posted,fixed_expenses,restaraunts
3/7/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-52.36,Posted,fixed_expenses,transportation
3/7/24,Upmc Pinnacle Business,UPMC PINNACLE BUSINESS OF717-2318989  PA,Doctor,-78.81,Posted,fixed_expenses,healthcare
3/6/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-32.36,Posted,fixed_expenses,transportation
3/5/24,Millennium Way Dental,MILLENNIUM WAY DENTAL STU ENOLA   CREDIT,Dentist,130.94,Posted,fixed_expenses,healthcare
3/4/24,Kindle,Kindle Svcs*RN8VN2810    888-802-3080 WA,Books,-13.77,Posted,misc_expenses,miscellaneous
3/4/24,Kindle,Kindle Svcs*RN7V206N0    888-802-3080 WA,Books,-15.57,Posted,misc_expenses,miscellaneous
3/3/24,Sbarro,SBARRO 1101              614-7699884  DC,Fast Food,-11,Posted,fixed_expenses,restaraunts
3/3/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-11.43,Posted,fixed_expenses,restaraunts
3/3/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-14.83,Posted,fixed_expenses,pet
3/3/24,Smith Store Zoo,SMITH STORE ZOO          WASHINGTON   DC,Entertainment,-17,Posted,misc_expenses,entertainment
3/3/24,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-43.2,Posted,fixed_expenses,restaraunts
3/2/24,Sheetz,SHEETZ 0413   00004135   DILLSBURG    PA,Gas,-27.45,Posted,fixed_expenses,transportation
3/1/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,5263.92,Posted,misc_expenses,usaa_credit_card
3/1/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-12.49,Posted,fixed_expenses,healthcare
3/1/24,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-162,Posted,fixed_expenses,groceries
2/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-9.99,Posted,misc_expenses,miscellaneous
2/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
2/27/24,Jersey Mike's Subs,JERSEY MIKES 8030        PORT MATILDA PA,Fast Food,-30.32,Posted,fixed_expenses,restaraunts
2/27/24,Warner Chiropractic Care Mechanicsburgpa,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare
2/25/24,Macy's,MACYS MARKETPLACE MASON  OH       CREDIT,Shopping,72,Posted,misc_expenses,clothing
2/25/24,Macy's,MACYS MARKETPLACE MASON  OH       CREDIT,Shopping,72,Posted,misc_expenses,clothing
2/25/24,Mechani Mechanicsburgpa,MODWASH PA0503 MECHANI   MECHANICSBURGPA,Service & Parts,-25,Posted,fixed_expenses,transportation
2/25/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-32.5,Posted,fixed_expenses,transportation
2/25/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-48.71,Posted,fixed_expenses,transportation
2/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-1.99,Posted,misc_expenses,miscellaneous
2/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-212.05,Posted,fixed_expenses,internet_cellular
2/23/24,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-13.2,Posted,fixed_expenses,restaraunts
2/23/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-16.93,Posted,fixed_expenses,healthcare
2/23/24,E-ZPass,NJ EZPASS                888-288-6865 NJ,Auto & Transport,-25,Posted,fixed_expenses,transportation
2/23/24,Panera Bread,PANERA BREAD #601155 P   MECHANICSBURGPA,Fast Food,-26.03,Posted,fixed_expenses,restaraunts
2/22/24,Itt Office Nsa Mechanicsburgpa,ITT OFFICE NSA13530597   MECHANICSBURGPA,Entertainment,-9,Posted,misc_expenses,entertainment
2/21/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-3.21,Posted,misc_expenses,miscellaneous
2/21/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-7.72,Posted,fixed_expenses,healthcare
2/21/24,Navy Exchange,NAVY EXCHANGE 050416     MECHANICSBURGVA,Shopping,-7.98,Posted,misc_expenses,miscellaneous
2/21/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-13.76,Posted,fixed_expenses,restaraunts
2/21/24,Compassionate Groom Acamp Hill,SQ *COMPASSIONATE GROOM ACamp Hill    PA,Business Services,-14.12,Posted,fixed_expenses,pet
2/21/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-26.69,Posted,fixed_expenses,transportation
2/21/24,Icp Central Pa Gymnastics,ICP*Central PA Gymnastics717-7661030  PA,Education,-86,Posted,misc_expenses,miscellaneous
2/20/24,Comcast,"COMCAST THREERIVERS,PA   800-COMCAST  PA",Bills & Utilities,-39.99,Posted,fixed_expenses,internet_cellular
2/19/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,19.6,Posted,fixed_expenses,pet
2/19/24,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts
2/19/24,Sweet Velvet Macarons,SQ *SWEET VELVET MACARONSgosq.com     PA,Groceries,-61.99,Posted,fixed_expenses,restaraunts
2/18/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-10.06,Posted,fixed_expenses,pet
2/17/24,Casero's,SQ *CASERO'S             Lemoyne      PA,Groceries,-10.63,Posted,fixed_expenses,groceries
2/16/24,Casero's,SQ *CASERO'S             Lemoyne      PA,Groceries,-8.5,Posted,fixed_expenses,groceries
2/16/24,The Market Street Dellemoyne,SQ *THE MARKET STREET DELLemoyne      PA,Fast Food,-10.59,Posted,fixed_expenses,restaraunts
2/15/24,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-76.18,Posted,fixed_expenses,pet
2/15/24,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-84.84,Posted,fixed_expenses,travel
2/15/24,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-3252.98,Posted,fixed_expenses,housing_utilities
2/14/24,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-15.89,Posted,fixed_expenses,restaraunts
2/14/24,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-21.6,Posted,fixed_expenses,restaraunts
2/13/24,DSW,DSW.                     866-3797463  OH,Clothing,248.96,Posted,misc_expenses,clothing
2/13/24,JCPenney,JCPENNEY 2712            800-542-0800 PA,Shopping,106.8,Posted,misc_expenses,clothing
2/13/24,Pennsylvania Driver & Vehicle,PA DRIVER & VEHICLE SERV 717-412-5300 PA,Auto & Transport,-50,Posted,fixed_expenses,transportation
2/13/24,Warner Chiropractic Care,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare
2/12/24,Auntie Anne's,AUNTIE ANNE'S - CAPITAL  CAMP HILL    PA,Fast Food,-5.61,Posted,misc_expenses,restaraunts
2/12/24,Chipotle,CHIPOTLE 2226            MECHANICSBURGPA,Fast Food,-23.32,Posted,fixed_expenses,restaraunts
2/12/24,Giant Fuel,GIANT FUEL 6005          MECHANICSBURGPA,Gas,-28.13,Posted,fixed_expenses,transportation
2/12/24,DSW,DSW CAPITAL CITY MALL    CAMP HILL    PA,Clothing,-40,Posted,misc_expenses,clothing
2/12/24,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-174.15,Posted,fixed_expenses,groceries
