Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category,key,month
2024-05-12,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-13.27,Posted,fixed_expenses,restaraunts,Panda Express_-13.27_5/12/24,2024-05
2024-05-12,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-70.46,Posted,misc_expenses,clothing,Navy Exchange_-70.46_5/12/24,2024-05
2024-05-12,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-159.53,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-159.53_5/12/24,2024-05
2024-05-11,Simple Eats on Shorevirginia Beac,TST* SIMPLE EATS ON SHOREVirginia BeacVA,Restaurants,-15.49,Posted,fixed_expenses,restaraunts,Simple Eats on Shorevirginia Beac_-15.49_5/11/24,2024-05
2024-05-11,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-21.9,Posted,fixed_expenses,restaraunts,Shorebreak Pizza Online_-21.9_5/11/24,2024-05
2024-05-11,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-28.3,Posted,fixed_expenses,restaraunts,Taste Bayville Farvirginia Beac_-28.3_5/11/24,2024-05
2024-05-10,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-12.08,Posted,fixed_expenses,restaraunts,Chick-fil-A_-12.08_5/10/24,2024-05
2024-05-10,Old Navy,OLD NAVY US 3983         VIRGINIA BEACVA,Clothing,-13.25,Posted,misc_expenses,clothing,Old Navy_-13.25_5/10/24,2024-05
2024-05-09,Green Clean Expres Virginia Beacva,522 GREEN CLEAN EXPRES   VIRGINIA BEACVA,Service & Parts,-18,Posted,fixed_expenses,transportation,Green Clean Expres Virginia Beacva_-18_5/9/24,2024-05
2024-05-09,Wawa,WAWA 694                 VIRGINIA BEACVA,Gas,-66.09,Posted,fixed_expenses,transportation,Wawa_-66.09_5/9/24,2024-05
2024-05-09,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-106.48,Posted,fixed_expenses,groceries,Walmart_-106.48_5/9/24,2024-05
2024-05-09,Crate & Barrel,CRATE&BARREL CB2 NOD     800-967-6696 IL,Furnishings,-125.82,Posted,misc_expenses,housing_utilities,Crate & Barrel_-125.82_5/9/24,2024-05
2024-05-08,Rite Aid,RITE AID 03902           VIRGINIA BEACVA,Pharmacy,-4.42,Posted,fixed_expenses,healthcare,Rite Aid_-4.42_5/8/24,2024-05
2024-05-08,Amazon Prime Membership,AMAZON PRIME*5R8LF9YF3   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-10.59_5/8/24,2024-05
2024-05-07,Amazon Prime Membership,AMAZON PRIME*X12875393   888-802-3080 WA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-10.59_5/7/24,2024-05
2024-05-07,Amazon Prime Membership,AMAZON PRIME*UC6LO2983   888-802-3080 WA,Shopping,-15.89,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-15.89_5/7/24,2024-05
2024-05-07,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-26.09,Posted,fixed_expenses,restaraunts,Taste Bayville Farvirginia Beac_-26.09_5/7/24,2024-05
2024-05-07,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-113.03,Posted,fixed_expenses,personal_care,Dropbox_-113.03_5/7/24,2024-05
2024-05-06,Navy Exchange,NAVY EXCHANGE 050040     VIRGINIA BCH VA,Shopping,-2.29,Posted,misc_expenses,miscellaneous,Navy Exchange_-2.29_5/6/24,2024-05
2024-05-05,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-11.95,Posted,fixed_expenses,groceries,Kroger_-11.95_5/5/24,2024-05
2024-05-05,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-14.69,Posted,fixed_expenses,restaraunts,Little Caesars_-14.69_5/5/24,2024-05
2024-05-05,Etsy,"ETSY, INC.               718-8557955  NY",Shopping,-40.27,Posted,misc_expenses,miscellaneous,Etsy_-40.27_5/5/24,2024-05
2024-05-05,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-65.4,Posted,fixed_expenses,transportation,Navy Exchange_-65.4_5/5/24,2024-05
2024-05-05,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-289.21,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-289.21_5/5/24,2024-05
2024-05-05,Rogue,ROGUE                    614-3586190  OH,Sporting Goods,-1132.81,Posted,misc_expenses,personal_care,Rogue_-1132.81_5/5/24,2024-05
2024-05-04,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-12.8,Posted,fixed_expenses,personal_care,Dropbox_-12.8_5/4/24,2024-05
2024-05-04,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-34.21,Posted,fixed_expenses,restaraunts,Chick-fil-A_-34.21_5/4/24,2024-05
2024-05-03,Navy Exchange,NAVY EXCHANGE 110110 SAN DIEGO  V CREDIT,Shopping,19.99,Posted,misc_expenses,miscellaneous,Navy Exchange_19.99_5/3/24,2024-05
2024-05-03,Vida Concessions Inc College Park Ga,SQ *VIDA CONCESSIONS INC College Park GA,Fast Food,-12.21,Posted,fixed_expenses,restaraunts,Vida Concessions Inc College Park Ga_-12.21_5/3/24,2024-05
2024-05-03,Shrimp Basket Gulfport,SHRIMP BASKET GULFPORT   228-2140001  MS,Restaurants,-23.37,Posted,fixed_expenses,restaraunts,Shrimp Basket Gulfport_-23.37_5/3/24,2024-05
2024-05-03,Norfolk Botanical Httpsnorfolkbva,NORFOLK BOTANICAL        HTTPSNORFOLKBVA,Gifts & Donations,-150,Posted,misc_expenses,entertainment,Norfolk Botanical Httpsnorfolkbva_-150_5/3/24,2024-05
2024-05-02,Canteen Vending Machine,CARDINAL CANTEEN VEND    NORFOLK      VA,Fast Food,-1.35,Posted,misc_expenses,restaraunts,Canteen Vending Machine_-1.35_5/2/24,2024-05
2024-05-02,Canteen Vending Machine,CARDINAL CANTEEN VEND    NORFOLK      VA,Fast Food,-1.85,Posted,misc_expenses,restaraunts,Canteen Vending Machine_-1.85_5/2/24,2024-05
2024-05-02,Walk On's,"TST* WALK-ON'S - SLIDELL,SLIDELL      LA",Restaurants,-24.28,Posted,fixed_expenses,restaraunts,Walk On's_-24.28_5/2/24,2024-05
2024-05-01,Peet's Coffee,SAN PEETS COFFEE T2E 4310SAN DIEGO    CA,Coffee Shops,-6.94,Posted,fixed_expenses,restaraunts,Peet's Coffee_-6.94_5/1/24,2024-05
2024-05-01,Old Town News St,OLD TOWN NEWS ST2884     SAN DIEGO    CA,Newspapers & Magazines,-7.99,Posted,misc_expenses,restaraunts,Old Town News St_-7.99_5/1/24,2024-05
2024-05-01,Clayton's Mexican,TST* CLAYTON'S MEXICAN TACORONADO     CA,Restaurants,-15.95,Posted,fixed_expenses,restaraunts,Clayton's Mexican_-15.95_5/1/24,2024-05
2024-05-01,Burger King,BURGER KING E CON CLT    CHARLOTTE    NC,Fast Food,-18.5,Posted,misc_expenses,restaraunts,Burger King_-18.5_5/1/24,2024-05
2024-05-01,Beaten Path Llc (DBA)VIRGINIA Bch Va,SQ *BEATEN PATH LLC (DBA)VIRGINIA BCH VA,Restaurants,-25.9,Posted,fixed_expenses,personal_care,Beaten Path Llc (DBA)VIRGINIA Bch Va_-25.9_5/1/24,2024-05
2024-05-01,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-36.02,Posted,fixed_expenses,groceries,Kroger_-36.02_5/1/24,2024-05
2024-05-01,Norfolk Botanical Httpsnorfolkbva,NORFOLK BOTANICAL        HTTPSNORFOLKBVA,Gifts & Donations,-61.8,Posted,misc_expenses,entertainment,Norfolk Botanical Httpsnorfolkbva_-61.8_5/1/24,2024-05
2024-04-30,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-1.49,Posted,misc_expenses,miscellaneous,Navy Exchange_-1.49_4/30/24,2024-04
2024-04-30,Navy Exchange,NAVY EXCHANGE 110110     SAN DIEGO    VA,Shopping,-15,Posted,misc_expenses,miscellaneous,Navy Exchange_-15_4/30/24,2024-04
2024-04-30,North Island Nas Comm Islca,NORTH ISLAND NAS COMM    NAS NORTH ISLCA,Groceries,-25.14,Posted,fixed_expenses,groceries,North Island Nas Comm Islca_-25.14_4/30/24,2024-04
2024-04-30,Sunoco,SUNOCO 0412606600        VIRGINIA BEACVA,Gas,-53.18,Posted,fixed_expenses,transportation,Sunoco_-53.18_4/30/24,2024-04
2024-04-30,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-489.44,Posted,fixed_expenses,education,Brightwheel_-489.44_4/30/24,2024-04
2024-04-29,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-2.99,Posted,misc_expenses,miscellaneous,Navy Exchange_-2.99_4/29/24,2024-04
2024-04-29,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions,Apple_-9.99_4/29/24,2024-04
2024-04-29,Baja Oyster Bar Corp,BAJA OYSTER BAR CORP     SAN DIEGO    CA,Restaurants,-21.19,Posted,misc_expenses,restaraunts,Baja Oyster Bar Corp_-21.19_4/29/24,2024-04
2024-04-29,The Islander,TST* THE ISLANDER        CORONADO     CA,Restaurants,-33.21,Posted,fixed_expenses,restaraunts,The Islander_-33.21_4/29/24,2024-04
2024-04-29,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-38.19,Posted,fixed_expenses,restaraunts,Taste Bayville Farvirginia Beac_-38.19_4/29/24,2024-04
2024-04-28,Kohls Virginia Beacva,KOHLS #0650 VIRGINIA BEAC VA      CREDIT,Shopping,22.63,Posted,misc_expenses,clothing,Kohls Virginia Beacva_22.63_4/28/24,2024-04
2024-04-28,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-4.98,Posted,misc_expenses,miscellaneous,Navy Exchange_-4.98_4/28/24,2024-04
2024-04-28,Great American Bag Orf,GREAT AMERICAN BAG ORF   NORFOLK      VA,Fast Food,-11.24,Posted,fixed_expenses,restaraunts,Great American Bag Orf_-11.24_4/28/24,2024-04
2024-04-28,Navy Exchange,NAVY EXCHANGE 110110     SAN DIEGO    VA,Shopping,-19.99,Posted,misc_expenses,miscellaneous,Navy Exchange_-19.99_4/28/24,2024-04
2024-04-28,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions,Hulu_-20.41_4/28/24,2024-04
2024-04-28,American Airlines,AMERICAN AIR0010649902265FORT WORTH   TX,Air Travel,-26.61,Posted,misc_expenses,travel,American Airlines_-26.61_4/28/24,2024-04
2024-04-28,North Island Nas Comm Islca,NORTH ISLAND NAS COMM    NAS NORTH ISLCA,Groceries,-34.27,Posted,fixed_expenses,groceries,North Island Nas Comm Islca_-34.27_4/28/24,2024-04
2024-04-27,Amazon Prime Membership,AMAZON PRIME*5C1W001P3   888-802-3080 WA,Shopping,-3.81,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-3.81_4/27/24,2024-04
2024-04-27,The Children's Museum,CHILDREN'S MUSEUM        PORTSMOUTH   VA,Amusement,-5,Posted,misc_expenses,entertainment,The Children's Museum_-5_4/27/24,2024-04
2024-04-27,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-8.28,Posted,fixed_expenses,healthcare,CVS_-8.28_4/27/24,2024-04
2024-04-27,Leapfrog Usd,LEAPFROG    *USD         800-701-5327 CA,Electronics & Software,-11,Posted,misc_expenses,subscriptions,Leapfrog Usd_-11_4/27/24,2024-04
2024-04-27,City of Portsmouth,CITY OF PORTSMOUTH       800-514-3849 NC,Utilities,-20,Posted,misc_expenses,entertainment,City of Portsmouth_-20_4/27/24,2024-04
2024-04-27,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-136.45,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-136.45_4/27/24,2024-04
2024-04-26,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-105.37,Posted,fixed_expenses,groceries,Costco_-105.37_4/26/24,2024-04
2024-04-25,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-34.47,Posted,misc_expenses,miscellaneous,Navy Exchange_-34.47_4/25/24,2024-04
2024-04-24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-2.14,Posted,misc_expenses,miscellaneous,Apple_-2.14_4/24/24,2024-04
2024-04-24,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-8,Posted,fixed_expenses,restaraunts,Naval Special Warfarevirginia Beacva_-8_4/24/24,2024-04
2024-04-24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-15.91,Posted,fixed_expenses,restaraunts,Chick-fil-A_-15.91_4/24/24,2024-04
2024-04-24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-56.72,Posted,fixed_expenses,transportation,Wawa_-56.72_4/24/24,2024-04
2024-04-24,Salon Versace Virginia Beacva,SALON VERSACE            VIRGINIA BEACVA,Hair,-75.6,Posted,misc_expenses,personal_care,Salon Versace Virginia Beacva_-75.6_4/24/24,2024-04
2024-04-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-213.13,Posted,fixed_expenses,internet_cellular,AT&T_-213.13_4/24/24,2024-04
2024-04-23,Rite Aid,RITE AID 03902           VIRGINIA BEACVA,Pharmacy,-2,Posted,fixed_expenses,miscellaneous,Rite Aid_-2_4/23/24,2024-04
2024-04-23,Harris Teeter,HARRIS TEETER #464       VIRGINIA BEACVA,Groceries,-18.65,Posted,fixed_expenses,groceries,Harris Teeter_-18.65_4/23/24,2024-04
2024-04-23,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-18.73,Posted,fixed_expenses,restaraunts,Chick-fil-A_-18.73_4/23/24,2024-04
2024-04-23,Care a Lot Va Beach Data Virginia Beacva,CARE A LOT VA BEACH DATA VIRGINIA BEACVA,Pet Food & Supplies,-44.5,Posted,fixed_expenses,pet,Care a Lot Va Beach Data Virginia Beacva_-44.5_4/23/24,2024-04
2024-04-22,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-3.21,Posted,misc_expenses,miscellaneous,Apple_-3.21_4/22/24,2024-04
2024-04-22,Amazon,AMZN Mktp US*EB1HQ38H3   Amzn.com/billWA,Shopping,-10.59,Posted,misc_expenses,miscellaneous,Amazon_-10.59_4/22/24,2024-04
2024-04-22,Five Below,FIVE BELOW 278           VIRGINIA BEACVA,Shopping,-18.5,Posted,misc_expenses,miscellaneous,Five Below_-18.5_4/22/24,2024-04
2024-04-22,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-333.88,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-333.88_4/22/24,2024-04
2024-04-21,Dropbox,WODIFY PAY* WP DROPBOX   DROPBOXCROSSFVA,Electronics & Software,-87.02,Posted,fixed_expenses,personal_care,Dropbox_-87.02_4/21/24,2024-04
2024-04-20,Shake Shack,SQ *SHAKE SHACK          Virginia BeacVA,Fast Food,-40.4,Posted,fixed_expenses,restaraunts,Shake Shack_-40.4_4/20/24,2024-04
2024-04-20,Airbnb,AIRBNB  HMTYZ34ZDC       AIRBNB.COM   CA,Travel,-3234.47,Posted,fixed_expenses,housing_utilities,Airbnb_-3234.47_4/20/24,2024-04
2024-04-19,Comcast,"COMCAST THREERIVERS,PA   800-COMC CREDIT",Bills & Utilities,1.33,Posted,fixed_expenses,internet_cellular,Comcast_1.33_4/19/24,2024-04
2024-04-18,Navy Exchange,NAVY EXCHANGE 050043     VIRGINIA BEACVA,Shopping,-13.54,Posted,misc_expenses,miscellaneous,Navy Exchange_-13.54_4/18/24,2024-04
2024-04-18,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-32.1,Posted,fixed_expenses,transportation,Navy Exchange_-32.1_4/18/24,2024-04
2024-04-17,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-8,Posted,fixed_expenses,restaraunts,Naval Special Warfarevirginia Beacva_-8_4/17/24,2024-04
2024-04-16,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-9.57,Posted,fixed_expenses,restaraunts,Chick-fil-A_-9.57_4/16/24,2024-04
2024-04-16,Taste Bayville Farvirginia Beac,TST* TASTE - BAYVILLE FARVirginia BeacVA,Restaurants,-22.8,Posted,fixed_expenses,restaraunts,Taste Bayville Farvirginia Beac_-22.8_4/16/24,2024-04
2024-04-16,7-Eleven,7-ELEVEN 33638           VIRGINIA BEACVA,Gas,-71.81,Posted,fixed_expenses,transportation,7-Eleven_-71.81_4/16/24,2024-04
2024-04-16,H&R Block,HRB ONLINE TAX PRODUCT   800-472-5625 MO,Taxes,-173.84,Posted,fixed_expenses,miscellaneous,H&R Block_-173.84_4/16/24,2024-04
2024-04-15,Navy Exchange,NAVY EXCHANGE 050180 VIRGINIA BEA CREDIT,Shopping,123.49,Posted,misc_expenses,miscellaneous,Navy Exchange_123.49_4/15/24,2024-04
2024-04-15,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts,Starbucks_-25_4/15/24,2024-04
2024-04-15,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-31.92,Posted,fixed_expenses,restaraunts,Chick-fil-A_-31.92_4/15/24,2024-04
2024-04-15,Nail Spa Virginia Beacva,JTT NAIL SPA             VIRGINIA BEACVA,Personal Care,-35,Posted,misc_expenses,personal_care,Nail Spa Virginia Beacva_-35_4/15/24,2024-04
2024-04-15,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-276.22,Posted,misc_expenses,clothing,Kohls Virginia Beacva_-276.22_4/15/24,2024-04
2024-04-14,Inc,"5.11, INC. Irvine  CA             CREDIT",Clothing,95.4,Posted,misc_expenses,miscellaneous,Inc_95.4_4/14/24,2024-04
2024-04-14,Wegmans,WEGMANS VA BEACH 120     VIRGINIA BEACVA,Groceries,-39.86,Posted,fixed_expenses,groceries,Wegmans_-39.86_4/14/24,2024-04
2024-04-13,ParkWhiz,"ParkWhiz, Inc.           Chicago      IL",Parking,-5,Posted,fixed_expenses,transportation,ParkWhiz_-5_4/13/24,2024-04
2024-04-13,Py Gourmet Gang,PY *GOURMET GANG         HENRICO      VA,Restaurants,-30.96,Posted,fixed_expenses,restaraunts,Py Gourmet Gang_-30.96_4/13/24,2024-04
2024-04-13,Aquarium Virginia Beacva,CVB AQUARIUM             VIRGINIA BEACVA,Entertainment,-175.5,Posted,misc_expenses,entertainment,Aquarium Virginia Beacva_-175.5_4/13/24,2024-04
2024-04-13,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-276.2,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-276.2_4/13/24,2024-04
2024-04-13,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-408.94,Posted,fixed_expenses,education,Brightwheel_-408.94_4/13/24,2024-04
2024-04-12,Town Center Pizzeria Virginia Beacva,TOWN CENTER PIZZERIA     VIRGINIA BEACVA,Food & Dining,-8.79,Posted,fixed_expenses,restaraunts,Town Center Pizzeria Virginia Beacva_-8.79_4/12/24,2024-04
2024-04-11,Amazon Prime Membership,AMAZON PRIME*5X2X98LF3   888-802-3080 WA,Shopping,-4.76,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-4.76_4/11/24,2024-04
2024-04-11,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-24.36,Posted,fixed_expenses,restaraunts,Chick-fil-A_-24.36_4/11/24,2024-04
2024-04-11,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-35.55,Posted,misc_expenses,miscellaneous,Navy Exchange_-35.55_4/11/24,2024-04
2024-04-10,Starbucks,STARBUCKS STORE 24102    NORFOLK      VA,Coffee Shops,-9.23,Posted,misc_expenses,restaraunts,Starbucks_-9.23_4/10/24,2024-04
2024-04-10,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-39.87,Posted,fixed_expenses,transportation,Navy Exchange_-39.87_4/10/24,2024-04
2024-04-09,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-11.28,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-11.28_4/9/24,2024-04
2024-04-08,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-10.36,Posted,fixed_expenses,restaraunts,Chick-fil-A_-10.36_4/8/24,2024-04
2024-04-08,Py Gourmet Gang,PY *GOURMET GANG         804-355-1550 VA,Restaurants,-18.39,Posted,fixed_expenses,restaraunts,Py Gourmet Gang_-18.39_4/8/24,2024-04
2024-04-08,Reginos Italian Restaurant,REGINOS ITALIAN RESTAURA NORFOLK      VA,Restaurants,-31.5,Posted,fixed_expenses,restaraunts,Reginos Italian Restaurant_-31.5_4/8/24,2024-04
2024-04-08,Reebok,REEBOK ECOMM             186-687-0174 MA,Clothing,-74.2,Posted,misc_expenses,clothing,Reebok_-74.2_4/8/24,2024-04
2024-04-08,Inc,"5.11, INC.               Irvine       CA",Clothing,-95.4,Posted,misc_expenses,clothing,Inc_-95.4_4/8/24,2024-04
2024-04-08,Inc,"5.11, INC.               866-4511726  CA",Clothing,-95.81,Posted,misc_expenses,clothing,Inc_-95.81_4/8/24,2024-04
2024-04-07,Nordstrom,NORDSTROM #0677          VIRGINIA BEACVA,Shopping,-21.17,Posted,misc_expenses,clothing,Nordstrom_-21.17_4/7/24,2024-04
2024-04-07,REI,REI #166 VIRGINIA BEAC   VIRGINIABEACHVA,Sporting Goods,-137,Posted,misc_expenses,clothing,REI_-137_4/7/24,2024-04
2024-04-06,New River Taphouse Virginia,NEW RIVER TAPHOUSE       VIRGINIA BCH VA,Restaurants,-88.98,Posted,fixed_expenses,restaraunts,New River Taphouse Virginia_-88.98_4/6/24,2024-04
2024-04-05,Food Lion,FOOD LION #1658          NORFOLK      VA,Groceries,-25.21,Posted,fixed_expenses,groceries,Food Lion_-25.21_4/5/24,2024-04
2024-04-05,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-30.36,Posted,fixed_expenses,restaraunts,Chick-fil-A_-30.36_4/5/24,2024-04
2024-04-05,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-73.13,Posted,misc_expenses,clothing,Kohls Virginia Beacva_-73.13_4/5/24,2024-04
2024-04-04,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-8.67,Posted,fixed_expenses,restaraunts,Chick-fil-A_-8.67_4/4/24,2024-04
2024-04-04,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-11.35,Posted,fixed_expenses,restaraunts,Chick-fil-A_-11.35_4/4/24,2024-04
2024-04-03,Pie O Neer Pizza Virginia Beac,TST* PIE-O-NEER PIZZA    Virginia BeacVA,Food & Dining,-3.56,Posted,fixed_expenses,restaraunts,Pie O Neer Pizza Virginia Beac_-3.56_4/3/24,2024-04
2024-04-03,Pie O Neer Pizza Virginia Beac,TST* PIE-O-NEER PIZZA    Virginia BeacVA,Food & Dining,-8.93,Posted,fixed_expenses,restaraunts,Pie O Neer Pizza Virginia Beac_-8.93_4/3/24,2024-04
2024-04-03,Jersey Mike's Subs,JERSEY MIKES 6071        VIRGINIA BEACVA,Fast Food,-9.75,Posted,fixed_expenses,restaraunts,Jersey Mike's Subs_-9.75_4/3/24,2024-04
2024-04-03,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-12.38,Posted,fixed_expenses,restaraunts,Panda Express_-12.38_4/3/24,2024-04
2024-04-03,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-14,Posted,misc_expenses,miscellaneous,Navy Exchange_-14_4/3/24,2024-04
2024-04-03,Am Paperwear Httpsamericanar,SP AM PAPERWEAR          HTTPSAMERICANAR,Clothing,-25.59,Posted,misc_expenses,clothing,Am Paperwear Httpsamericanar_-25.59_4/3/24,2024-04
2024-04-03,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-37.29,Posted,fixed_expenses,restaraunts,Shake Shack_-37.29_4/3/24,2024-04
2024-04-03,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-150.08,Posted,misc_expenses,miscellaneous,Navy Exchange_-150.08_4/3/24,2024-04
2024-04-03,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-267.96,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-267.96_4/3/24,2024-04
2024-04-02,Amazon Prime Membership,AMAZON PRIME*TL0881OQ3   888-802-3080 WA,Shopping,-4.23,Posted,misc_expenses,miscellaneous,Amazon Prime Membership_-4.23_4/2/24,2024-04
2024-04-01,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-21.3,Posted,fixed_expenses,restaraunts,Chick-fil-A_-21.3_4/1/24,2024-04
2024-04-01,Salspizza via Slice,SLICE*SALSPIZZA          SLICELIFE.COMNY,Food & Dining,-27.09,Posted,fixed_expenses,restaraunts,Salspizza via Slice_-27.09_4/1/24,2024-04
2024-03-31,Pie Virginia Beacva,SAL'S NY PIE             VIRGINIA BEACVA,Restaurants,-22.15,Posted,fixed_expenses,restaraunts,Pie Virginia Beacva_-22.15_3/31/24,2024-03
2024-03-31,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-38.69,Posted,misc_expenses,miscellaneous,Apple_-38.69_3/31/24,2024-03
2024-03-31,Cke Anchor Allie S Virginia Beacva,CKE*ANCHOR ALLIE S   4701VIRGINIA BEACVA,Restaurants,-41.64,Posted,fixed_expenses,restaraunts,Cke Anchor Allie S Virginia Beacva_-41.64_3/31/24,2024-03
2024-03-31,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-202.04,Posted,fixed_expenses,groceries,Kroger_-202.04_3/31/24,2024-03
2024-03-30,Harris Teeter,HARRIS TEETER #463       SUFFOLK      VA,Groceries,-3.78,Posted,fixed_expenses,groceries,Harris Teeter_-3.78_3/30/24,2024-03
2024-03-30,Taco Bell,TACO BELL 727641         757-465-8282 VA,Fast Food,-27.03,Posted,fixed_expenses,restaraunts,Taco Bell_-27.03_3/30/24,2024-03
2024-03-30,Shell,SHELL OIL 91004079277    CHESAPEAKE   VA,Gas,-28.94,Posted,fixed_expenses,transportation,Shell_-28.94_3/30/24,2024-03
2024-03-30,ExxonMobil,EXXON GREENVILLE AVE DELISTAUNTON     VA,Gas,-31.79,Posted,fixed_expenses,transportation,ExxonMobil_-31.79_3/30/24,2024-03
2024-03-30,Harris Teeter,HARRIS TEETER #463       SUFFOLK      VA,Groceries,-36.01,Posted,fixed_expenses,groceries,Harris Teeter_-36.01_3/30/24,2024-03
